symbol,entry_date,exit_date,entry_price,exit_price,pnl_pct,days_held,exit_reason,score,pos_size,spy_regime
PYPL,2024-08-14,2024-08-19,67.0051025550481,68.84085773778381,2.439724457891164,2,Trailing Stop,95,0.33,BULL
LRCX,2024-08-20,2024-08-22,85.63668249839976,83.06758202344777,-3.3,1,Stop Loss,115,0.33,BULL
KLAC,2024-08-20,2024-08-22,809.4959672948758,788.8538201288565,-2.8499999999999996,1,Stop Loss,90,0.33,BULL
DDOG,2024-08-20,2024-08-28,116.51000213623047,113.49239308090209,-2.8899999999999997,5,Stop Loss,85,0.33,BULL
MRVL,2024-08-30,2024-09-04,74.23252322203918,72.74787275759839,-2.3,1,Stop Loss,105,0.33,BULL
MRVL,2024-09-05,2024-09-09,69.17619136689022,67.79266753955241,-2.3,1,Stop Loss,135,0.33,BULL
TXN,2024-09-05,2024-09-10,192.62979020304584,188.77719439898493,-2.3,2,Stop Loss,125,0.33,BULL
ADI,2024-09-05,2024-09-10,214.11737146488892,209.83502403559115,-2.3,2,Stop Loss,125,0.33,BULL
ROKU,2024-09-10,2024-09-12,68.11000061035156,73.83799743652345,8.109920385907808,1,Trailing Stop,150,0.45,BEAR
AXP,2024-09-12,2024-09-16,252.27811948526613,257.49245293141684,1.766898808659955,1,Trailing Stop,90,0.45,BEAR
FSLR,2024-09-17,2024-09-19,240.0,249.19200439453124,3.5300018310546832,1,Trailing Stop,110,0.33,BULL
ARM,2024-09-19,2024-09-23,140.0,142.8800048828125,1.7571463448660716,1,Trailing Stop,120,0.33,BULL
ARM,2024-09-24,2024-09-26,143.3000030517578,150.5720001220703,4.774666375049524,1,Trailing Stop,95,0.33,BULL
LRCX,2024-09-24,2024-09-26,77.94463323285038,83.80796250241343,7.22242845514078,1,Trailing Stop,95,0.33,BULL
PLTR,2024-09-26,2024-09-30,36.90999984741211,36.17179985046387,-2.3,1,Stop Loss,100,0.33,BULL
AVGO,2024-10-01,2024-10-03,165.60580488777856,171.44919546554522,3.228493811993114,1,Trailing Stop,105,0.33,BULL
SHOP,2024-09-27,2024-10-04,79.06999969482422,81.9259994506836,3.3119890816773774,4,Trailing Stop,85,0.33,BULL
INTC,2024-10-04,2024-10-08,22.399999618530273,23.215999984741213,3.342858839764925,1,Trailing Stop,130,0.33,BULL
TSLA,2024-10-09,2024-10-11,241.80999755859375,236.97379760742186,-2.3,1,Stop Loss,160,0.33,BULL
NVDA,2024-10-17,2024-10-21,138.62252759913224,142.6531554221702,2.6076282858538624,1,Trailing Stop,105,0.33,BULL
ARM,2024-10-22,2024-10-24,147.8000030517578,144.84400299072266,-2.3,1,Stop Loss,125,0.33,BULL
TSM,2024-10-24,2024-10-28,196.96221062753943,193.02296641498864,-2.3,1,Stop Loss,95,0.33,BULL
SMCI,2024-10-25,2024-10-29,47.79999923706055,46.843999252319335,-2.3,1,Stop Loss,110,0.33,BULL
MU,2024-10-25,2024-10-30,106.29309775902901,104.16723580384843,-2.3,2,Stop Loss,135,0.33,BULL
CRWD,2024-10-29,2024-10-31,311.5,305.27,-2.3,1,Stop Loss,95,0.33,BULL
TSM,2024-10-30,2024-11-01,189.69353748349332,193.8717920182858,1.9026340961436572,1,Trailing Stop,130,0.33,BULL
RIVN,2024-10-31,2024-11-04,10.210000038146973,10.481199836730958,2.3562174100951934,1,Trailing Stop,90,0.33,BULL
TSLA,2024-11-06,2024-11-08,288.8900146484375,320.74599609375,10.727027529518255,1,Trailing Stop,140,0.45,BEAR
CRWD,2024-11-06,2024-11-08,322.5,331.01999511718753,2.341858951065902,1,Trailing Stop,100,0.45,BEAR
SNOW,2024-11-12,2024-11-14,126.37999725341797,131.0800033569336,3.418947781025139,1,Trailing Stop,85,0.33,BULL
NET,2024-11-12,2024-11-14,91.41999816894531,94.64399719238281,3.2265796193514564,1,Trailing Stop,120,0.33,BULL
INTC,2024-11-14,2024-11-18,24.809999465942383,24.313799476623533,-2.3,1,Stop Loss,125,0.33,BULL
MRVL,2024-11-15,2024-11-21,87.66249780582876,92.03766639890246,4.690923944198618,3,Trailing Stop,110,0.33,BULL
INTC,2024-11-19,2024-11-21,24.06999969482422,24.630000305175784,2.026550134821907,1,Trailing Stop,125,0.33,BULL
TXN,2024-11-19,2024-11-25,190.60704000633993,195.27214397098876,2.147498247962754,3,Trailing Stop,140,0.33,BULL
ZS,2024-11-22,2024-11-26,214.16000366210938,208.9559155731201,-2.7300000000000004,1,Stop Loss,115,0.33,BULL
CRWD,2024-11-27,2024-12-02,349.5,342.51,-2.3,1,Stop Loss,95,0.33,BULL
MRVL,2024-11-29,2024-12-03,96.99657157853395,95.05664014696326,-2.3,1,Stop Loss,140,0.33,BULL
COIN,2024-12-03,2024-12-05,312.0,341.9919921875,9.312818008814098,1,Trailing Stop,170,0.33,BULL
RIVN,2024-12-04,2024-12-06,12.085000038146973,13.233000373840332,9.199382143728855,1,Trailing Stop,100,0.33,BULL
FSLR,2024-12-10,2024-12-12,205.67999267578125,201.5663928222656,-2.3,1,Stop Loss,120,0.33,BULL
AMZN,2024-12-20,2024-12-30,225.00999450683594,220.50979461669922,-2.3,4,Stop Loss,95,0.45,BEAR
NVDA,2024-12-31,2025-01-03,135.96280522543205,143.0808580939246,4.935294209096763,1,Trailing Stop,100,0.45,BEAR
TSM,2025-01-10,2025-01-14,197.85407856921526,202.38501261939172,1.9900382357250217,1,Trailing Stop,110,0.45,BEAR
MU,2025-01-10,2025-01-15,95.52692439886636,101.97779191393539,6.452931234479888,2,Trailing Stop,120,0.45,BEAR
PATH,2025-01-15,2025-01-17,13.449999809265137,13.179654813098907,-2.3099999999999996,1,Stop Loss,115,0.45,BEAR
PATH,2025-01-21,2025-01-23,13.300000190734863,13.708000373840333,2.7676705056718243,1,Trailing Stop,100,0.33,BULL
CRWD,2025-01-21,2025-01-24,368.760009765625,381.1919921875,3.071293549367364,2,Trailing Stop,95,0.33,BULL
ARM,2025-01-29,2025-01-31,150.3000030517578,160.4280059814453,6.438524766496358,1,Trailing Stop,165,0.33,BULL
KLAC,2025-01-29,2025-01-31,725.0824112801123,755.9942316242907,3.9632147550792842,1,Trailing Stop,150,0.33,BULL
COIN,2025-01-29,2025-01-31,293.7099914550781,287.8357916259766,-2.3,1,Stop Loss,165,0.33,BULL
BA,2025-02-04,2025-02-06,176.0,183.88000488281253,4.177275501598028,1,Trailing Stop,90,0.33,BULL
PATH,2025-02-04,2025-02-06,14.449999809265137,14.889999961853029,2.7449837951262124,1,Trailing Stop,95,0.33,BULL
PYPL,2025-02-04,2025-02-11,78.02961186878758,76.46901963141183,-2.3,4,Stop Loss,95,0.33,BULL
AMAT,2025-02-11,2025-02-13,177.64176644869343,181.6813393580424,1.973999516051698,1,Trailing Stop,125,0.33,BULL
KLAC,2025-02-11,2025-02-13,736.2370370735403,754.0606900595072,2.120912299768837,1,Trailing Stop,105,0.33,BULL
SNOW,2025-02-13,2025-02-19,192.86000061035156,189.00280059814452,-2.3,2,Stop Loss,100,0.33,BULL
LRCX,2025-02-14,2025-02-19,84.13944569350372,88.0159478152905,4.307235155681664,1,Trailing Stop,95,0.33,BULL
AMAT,2025-02-14,2025-02-20,170.08737801308445,175.6246391616745,2.9555391312835058,2,Trailing Stop,130,0.33,BULL
AVGO,2025-02-20,2025-02-24,223.6292204667677,219.15663605743234,-2.3,1,Stop Loss,105,0.33,BULL
ENPH,2025-02-25,2025-02-27,66.0199966430664,64.69959671020507,-2.3,1,Stop Loss,105,0.45,BEAR
ROKU,2025-02-25,2025-02-27,85.86000061035156,84.14280059814453,-2.3,1,Stop Loss,175,0.45,BEAR
DE,2025-02-26,2025-02-28,475.8106149846536,466.2944026849605,-2.3,1,Stop Loss,90,0.45,BEAR
KLAC,2025-03-20,2025-03-24,697.9309095478658,724.0311526136484,3.4396600019751054,1,Trailing Stop,90,0.45,BEAR
INTC,2025-03-21,2025-03-25,24.719999313354492,24.2255993270874,-2.3,1,Stop Loss,110,0.45,BEAR
MU,2025-03-25,2025-03-27,95.68640926796317,93.77268108260391,-2.3,1,Stop Loss,180,0.33,BULL
INTC,2025-03-28,2025-04-01,22.3799991607666,21.932399177551268,-2.3,1,Stop Loss,150,0.45,BEAR
LCID,2025-03-28,2025-04-01,22.600000381469727,25.800000381469726,13.859291796400829,1,Trailing Stop,105,0.45,BEAR
NFLX,2025-03-28,2025-04-02,92.0530014038086,94.37460174560546,2.222025687802085,2,Trailing Stop,95,0.45,BEAR
BA,2025-04-03,2025-04-07,143.3000030517578,140.43400299072266,-2.3,1,Stop Loss,110,0.33,BULL
INTC,2025-04-29,2025-05-01,19.709999084472656,20.46199951171875,3.51532451636953,1,Trailing Stop,125,0.33,BULL
LULU,2025-04-29,2025-05-01,265.7099914550781,272.6059875488281,2.2953092903982357,1,Trailing Stop,90,0.33,BULL
TSLA,2025-05-02,2025-05-06,284.57000732421875,278.87860717773435,-2.3,1,Stop Loss,100,0.33,BULL
MU,2025-05-01,2025-05-07,79.423325956109,82.05014056202013,3.007359109290851,3,Trailing Stop,120,0.33,BULL
ABNB,2025-05-02,2025-05-07,123.3550033569336,120.83856128845215,-2.34,2,Stop Loss,90,0.33,BULL
AMZN,2025-05-07,2025-05-12,191.42999267578125,207.61400146484374,8.15427018140925,2,Trailing Stop,85,0.33,BULL
TSM,2025-05-08,2025-05-12,178.10077679356723,185.52592439276887,3.8690708670001843,1,Trailing Stop,95,0.33,BULL
AMAT,2025-05-08,2025-05-12,155.7325579703206,165.94998903494624,6.260883092007555,1,Trailing Stop,85,0.33,BULL
NFLX,2025-05-14,2025-05-16,114.77400207519531,118.67480163574218,3.098678699023865,1,Trailing Stop,85,0.33,BULL
ENPH,2025-05-15,2025-05-19,49.95000076293945,48.596355742263796,-3.01,1,Stop Loss,125,0.33,BULL
INTC,2025-05-16,2025-05-21,21.18000030517578,20.756400299072265,-2.3,2,Stop Loss,90,0.33,BULL
AMAT,2025-05-20,2025-05-23,162.29212830282668,159.04628573677016,-2.3,2,Stop Loss,105,0.33,BULL
GOOGL,2025-05-22,2025-05-28,168.5944139952117,173.5487386908032,2.638605484124872,2,Trailing Stop,110,0.33,BULL
RIVN,2025-05-29,2025-06-02,14.96500015258789,14.665700149536132,-2.3,1,Stop Loss,155,0.33,BULL
FSLR,2025-05-29,2025-06-02,155.75,152.635,-2.3,1,Stop Loss,150,0.33,BULL
NVDA,2025-06-03,2025-06-05,142.1641966028205,139.3209126707641,-2.3,1,Stop Loss,95,0.33,BULL
MU,2025-06-03,2025-06-05,102.17843251840661,107.48795653081783,4.896325566508128,1,Trailing Stop,95,0.33,BULL
GOOGL,2025-06-05,2025-06-09,170.35953348712204,175.029554177738,2.4412734673689256,1,Trailing Stop,100,0.33,BULL
CRWD,2025-06-06,2025-06-10,470.30999755859375,460.9037976074219,-2.3,1,Stop Loss,110,0.33,BULL
INTC,2025-06-13,2025-06-17,20.40999984741211,21.265999603271485,3.894021373145245,1,Trailing Stop,100,0.33,BULL
AVGO,2025-06-11,2025-06-20,248.69972803324086,243.72573347257602,-2.3,5,Stop Loss,110,0.33,BULL
SNOW,2025-06-12,2025-06-20,208.0,214.39200439453126,2.7730790358323345,4,Trailing Stop,85,0.33,BULL
AMAT,2025-06-24,2025-06-27,180.23911543598842,183.97307699204285,1.7716710393424748,2,Trailing Stop,85,0.33,BULL
LRCX,2025-06-24,2025-07-02,95.90242870524435,98.05462639152468,1.9441534748771592,5,Trailing Stop,85,0.33,BULL
UBER,2025-07-01,2025-07-07,91.87999725341797,96.07200164794922,4.2624777098862054,2,Trailing Stop,85,0.33,BULL
INTC,2025-07-02,2025-07-08,22.149999618530273,23.46200065612793,5.62325535075884,2,Trailing Stop,85,0.33,BULL
AMD,2025-07-03,2025-07-09,136.55999755859375,139.83199462890627,2.096014300533806,2,Trailing Stop,150,0.33,BULL
CRWD,2025-07-09,2025-07-11,512.989990234375,502.73019042968747,-2.3,1,Stop Loss,95,0.33,BULL
SHOP,2025-07-10,2025-07-14,114.02999877929688,111.74939880371093,-2.3,1,Stop Loss,105,0.33,BULL
FSLR,2025-07-10,2025-07-14,163.60000610351562,160.3280059814453,-2.3,1,Stop Loss,120,0.33,BULL
BILL,2025-07-15,2025-07-17,45.7599983215332,47.240000152587896,2.9342698543287566,1,Trailing Stop,120,0.33,BULL
SMCI,2025-07-15,2025-07-18,53.04999923706055,51.98899925231934,-2.3,2,Stop Loss,100,0.33,BULL
PYPL,2025-07-15,2025-07-21,73.09103646891063,75.46155908523659,2.943246683653558,3,Trailing Stop,130,0.33,BULL
INTC,2025-07-18,2025-07-23,23.399999618530273,22.93199962615967,-2.3,2,Stop Loss,100,0.33,BULL
AMD,2025-07-24,2025-07-28,163.50999450683594,172.46199645996094,5.174895880294795,1,Trailing Stop,100,0.33,BULL
AVGO,2025-07-24,2025-07-28,287.0280784453959,292.91073533762733,1.7495057222600343,1,Trailing Stop,95,0.33,BULL
ARM,2025-07-24,2025-07-28,160.0,165.50400390625,3.1400024414062537,1,Trailing Stop,105,0.33,BULL
NOW,2025-07-29,2025-07-31,198.3179931640625,194.35163330078126,-2.3,1,Stop Loss,105,0.33,BULL
PLTR,2025-07-31,2025-08-04,155.0500030517578,160.12999572753907,2.9763576754561454,1,Trailing Stop,85,0.33,BULL
ROKU,2025-07-31,2025-08-04,85.22000122070312,83.51560119628905,-2.3,1,Stop Loss,95,0.33,BULL
AVGO,2025-08-05,2025-08-07,291.8405891342194,305.74214501864316,4.463407285348631,1,Trailing Stop,85,0.33,BULL
MRVL,2025-08-05,2025-08-07,75.97499473142798,74.45549483679942,-2.3,1,Stop Loss,130,0.33,BULL
ORCL,2025-08-05,2025-08-07,255.7190816119651,250.11883372466306,-2.49,1,Stop Loss,95,0.33,BULL
MRVL,2025-08-08,2025-08-12,77.84241330652752,76.28556504039696,-2.3,1,Stop Loss,145,0.33,BULL
UBER,2025-08-12,2025-08-14,92.05000305175781,90.20900299072265,-2.3,1,Stop Loss,125,0.33,BULL
NET,2025-08-13,2025-08-15,195.97000122070312,201.5139953613281,2.5290014318983927,1,Trailing Stop,110,0.33,BULL
FSLR,2025-08-13,2025-08-15,182.19000244140625,201.71800537109374,10.418482171362749,1,Trailing Stop,100,0.33,BULL
AVGO,2025-08-15,2025-08-19,301.605183842217,295.57308016537263,-2.3,1,Stop Loss,85,0.33,BULL
MU,2025-08-19,2025-08-21,118.57780423304561,116.2062481483847,-2.3,1,Stop Loss,125,0.33,BULL
MRVL,2025-08-19,2025-08-21,71.63100233804728,70.19838229128634,-2.3,1,Stop Loss,145,0.33,BULL
ROKU,2025-08-21,2025-08-25,90.8499984741211,95.16999969482421,4.455092232537225,1,Trailing Stop,125,0.33,BULL
UBER,2025-08-22,2025-08-29,95.66000366210938,93.74680358886718,-2.3,4,Stop Loss,95,0.45,BEAR
CHWY,2025-08-26,2025-09-02,40.77000045776367,39.954600448608396,-2.3,3,Stop Loss,85,0.33,BULL
INTC,2025-09-02,2025-09-05,24.09000015258789,24.5859992980957,1.758942060465394,2,Trailing Stop,115,0.33,BULL
ENPH,2025-09-04,2025-09-08,37.29999923706055,39.17199935913086,4.718767185952992,1,Trailing Stop,105,0.33,BULL
S,2025-09-04,2025-09-10,18.270000457763672,17.85892544746399,-2.55,3,Stop Loss,120,0.33,BULL
CHWY,2025-09-10,2025-09-12,35.90999984741211,35.13793485069275,-2.45,1,Stop Loss,110,0.33,BULL
RUN,2025-09-11,2025-09-15,15.979999542236328,16.7120002746582,4.280730621969926,1,Trailing Stop,135,0.33,BULL
INTC,2025-09-16,2025-09-18,25.079999923706055,30.920000839233396,22.98549016464418,1,Trailing Stop,95,0.33,BULL
DDOG,2025-09-16,2025-09-19,134.75999450683594,138.21600036621092,2.2645636689304487,2,Trailing Stop,95,0.33,BULL
SNOW,2025-09-18,2025-09-22,223.30999755859375,228.76600341796876,2.143242989129237,1,Trailing Stop,160,0.33,BULL
NET,2025-09-19,2025-09-24,224.52499389648438,219.09148904418944,-2.7199999999999998,2,Stop Loss,115,0.33,BULL
ARM,2025-09-23,2025-09-25,142.14999389648438,139.3069940185547,-2.3,1,Stop Loss,135,0.33,BULL
COIN,2025-09-25,2025-09-29,308.5799865722656,329.2200012207031,6.388708129684186,1,Trailing Stop,95,0.33,BULL
FSLR,2025-09-25,2025-09-29,221.25,225.793994140625,1.753782662429373,1,Trailing Stop,100,0.33,BULL
PLTR,2025-09-26,2025-10-01,179.63999938964844,184.95199890136718,2.6570248996698878,2,Trailing Stop,85,0.33,BULL
SHOP,2025-09-30,2025-10-02,146.27999877929688,150.43200073242187,2.5383934835748923,1,Trailing Stop,160,0.33,BULL
FSLR,2025-09-30,2025-10-02,221.77999877929688,231.56399536132815,4.111577525423187,1,Trailing Stop,85,0.33,BULL
BILL,2025-10-02,2025-10-06,54.56999969482422,53.47859970092773,-2.3,1,Stop Loss,95,0.33,BULL
NET,2025-10-07,2025-10-09,218.7100067138672,214.33580657958984,-2.3,1,Stop Loss,105,0.33,BULL
KLAC,2025-10-07,2025-10-10,1061.7285614056811,1028.9211488582455,-3.3899999999999997,2,Stop Loss,95,0.33,BULL
SNOW,2025-10-14,2025-10-16,243.88999938964844,238.8414764022827,-2.37,1,Stop Loss,105,0.45,BEAR
NET,2025-10-14,2025-10-16,220.99000549316406,215.6641463607788,-2.71,1,Stop Loss,125,0.45,BEAR
TSLA,2025-10-16,2025-10-20,425.5,444.939990234375,4.268740360605168,1,Trailing Stop,125,0.33,BULL
ARM,2025-10-21,2025-10-24,168.05999755859375,173.1719970703125,2.7417705497921734,2,Trailing Stop,130,0.33,BULL
ADI,2025-10-28,2025-10-30,238.91615770147237,234.1378345474429,-2.3,1,Stop Loss,90,0.33,BULL
FSLR,2025-10-30,2025-11-03,249.1300048828125,269.889990234375,8.032992792790134,1,Trailing Stop,110,0.33,BULL
RUN,2025-10-30,2025-11-03,19.780000686645508,20.595999526977536,3.8253731648399336,1,Trailing Stop,145,0.33,BULL
CRM,2025-10-31,2025-11-04,259.581016790974,254.3893964551545,-2.3,1,Stop Loss,85,0.33,BULL
LRCX,2025-11-04,2025-11-06,157.3110304470193,163.4129837475272,3.5789100059725056,1,Trailing Stop,95,0.33,BULL
AMD,2025-11-06,2025-11-10,230.94000244140625,245.30799560546873,5.9215263757555,1,Trailing Stop,140,0.33,BULL
AVGO,2025-11-06,2025-11-13,353.51358407805725,346.4433123964961,-2.3,4,Stop Loss,145,0.33,BULL
CAT,2025-11-11,2025-11-13,569.1682969656042,557.7849310262922,-2.3,1,Stop Loss,85,0.33,BULL
TSM,2025-12-03,2025-12-08,293.1885182134384,300.08188900507434,2.0511735158119846,2,Trailing Stop,85,0.33,BULL
GS,2025-12-03,2025-12-08,835.5399780273438,863.5559936523437,3.053043105267557,2,Trailing Stop,85,0.33,BULL
AVGO,2025-12-04,2025-12-08,385.43254658323315,402.2962662157092,4.075271310627204,1,Trailing Stop,90,0.33,BULL
COIN,2025-12-09,2025-12-11,273.20001220703125,267.40817194824217,-2.42,1,Stop Loss,115,0.33,BULL
NET,2025-12-09,2025-12-11,208.74000549316406,203.73024536132812,-2.7,1,Stop Loss,105,0.33,BULL
ARM,2025-12-10,2025-12-12,137.99000549316406,134.88523036956786,-2.55,1,Stop Loss,95,0.33,BULL
AMAT,2025-12-16,2025-12-18,258.1600036621094,252.99680358886718,-2.3,1,Stop Loss,105,0.33,BULL
LRCX,2025-12-16,2025-12-18,163.86000061035156,167.40399475097655,1.8628183372538711,1,Trailing Stop,105,0.33,BULL
META,2025-12-16,2025-12-22,655.6099853515625,669.9860107421874,1.8927709631994045,3,Trailing Stop,90,0.33,BULL
FSLR,2025-12-19,2025-12-23,269.19000244140625,263.3754983886719,-2.46,1,Stop Loss,150,0.45,BEAR
TXN,2025-12-19,2025-12-29,178.3260231424446,174.7595026795957,-2.3,4,Stop Loss,105,0.45,BEAR
